ID,GROUP,POLYP,LOCATION,SAMPLE,WEEK,NOTES,GENERAL_GROUP,TECHNICAL_REP,GENE,WELL,Cq
C319,MG3,P1,9,4,1,,MG,1,TBP,A01,26.79877196
C319,MG3,P1,9,4,1,,MG,2,TBP,A02,26.60293506
C319,MG3,P1,9,4,1,,MG,3,TBP,A03,26.57499005
C320,CG2,P4,7,11,1,,CG,1,TBP,A04,24.02764243
C320,CG2,P4,7,11,1,,CG,2,TBP,A05,24.19703854
C320,CG2,P4,7,11,1,,CG,3,TBP,A06,23.91774692
C313,MG6,P1,7,21,1,good size,MG,1,TBP,A07,24.56902118
C313,MG6,P1,7,21,1,good size,MG,2,TBP,A08,24.38278302
C313,MG6,P1,7,21,1,good size,MG,3,TBP,A09,24.39475915
C308,MG1,P2,7,26,4,,MG,1,TBP,A10,26.78297666
C308,MG1,P2,7,26,4,,MG,2,TBP,A11,26.6859875
C308,MG1,P2,7,26,4,,MG,3,TBP,A12,27.00987343
C311,MG2,P1,1,27,4,large biopsy,MG,1,TBP,B01,24.58436568
C311,MG2,P1,1,27,4,large biopsy,MG,2,TBP,B02,24.31591725
C311,MG2,P1,1,27,4,large biopsy,MG,3,TBP,B03,24.27839433
C319,MG3,P1,9,28,4,,MG,1,TBP,B04,24.17118659
C319,MG3,P1,9,28,4,,MG,2,TBP,B05,24.17342184
C319,MG3,P1,9,28,4,,MG,3,TBP,B06,24.15219232
C306,MG4,P1,11,30,4,large biopsy,MG,1,TBP,B07,24.17335039
C306,MG4,P1,11,30,4,large biopsy,MG,2,TBP,B08,24.13753116
C306,MG4,P1,11,30,4,large biopsy,MG,3,TBP,B09,24.07769072
C317,CG2,P1,11,45,4,,CG,1,TBP,B10,24.48635224
C317,CG2,P1,11,45,4,,CG,2,TBP,B11,24.43265281
C317,CG2,P1,11,45,4,,CG,3,TBP,B12,24.5211963
C320,CG2,P4,7,47,4,,CG,1,TBP,C01,23.70534482
C320,CG2,P4,7,47,4,,CG,2,TBP,C02,23.87286271
C320,CG2,P4,7,47,4,,CG,3,TBP,C03,23.84536499
C308,MG1,P2,7,51,6,,MG,1,TBP,C04,24.15811052
C308,MG1,P2,7,51,6,,MG,2,TBP,C05,24.08623322
C308,MG1,P2,7,51,6,,MG,3,TBP,C06,24.00499893
C311,MG2,P1,1,53,6,,MG,1,TBP,C07,24.2295812
C311,MG2,P1,1,53,6,,MG,2,TBP,C08,24.19870486
C311,MG2,P1,1,53,6,,MG,3,TBP,C09,24.30013015
C319,MG3,P1,9,54,6,,MG,1,TBP,C10,24.46933128
C319,MG3,P1,9,54,6,,MG,2,TBP,C11,24.46087221
C319,MG3,P1,9,54,6,,MG,3,TBP,C12,24.52079752
C306,MG4,P1,11,57,6,,MG,1,TBP,D01,25.02703894
C306,MG4,P1,11,57,6,,MG,2,TBP,D02,24.96292528
C306,MG4,P1,11,57,6,,MG,3,TBP,D03,25.02247645
C314,MG6,P1,3,60,4,,MG,1,TBP,D04,25.6450297
C314,MG6,P1,3,60,4,,MG,2,TBP,D05,25.76840585
C314,MG6,P1,3,60,4,,MG,3,TBP,D06,25.63563888
C316,CG1,P1,1,61,1,,CG,1,TBP,D07,24.25291106
C316,CG1,P1,1,61,1,,CG,2,TBP,D08,24.26999388
C316,CG1,P1,1,61,1,,CG,3,TBP,D09,24.14988329
C317,CG2,P1,11,72,6,,CG,1,TBP,D10,24.18677056
C317,CG2,P1,11,72,6,,CG,2,TBP,D11,24.29062403
C317,CG2,P1,11,72,6,,CG,3,TBP,D12,24.264439
C314,MG6,P1,3,77,6,bigger sample,MG,1,TBP,E01,24.39984014
C314,MG6,P1,3,77,6,bigger sample,MG,2,TBP,E02,24.34476787
C314,MG6,P1,3,77,6,bigger sample,MG,3,TBP,E03,24.3068155
C316,CG1,P1,1,80,4,,CG,1,TBP,E04,24.20117056
C316,CG1,P1,1,80,4,,CG,2,TBP,E05,24.1707052
C316,CG1,P1,1,80,4,,CG,3,TBP,E06,24.09511852
C301,CG4,P2,1,81,4,,CG,1,TBP,E07,24.25704925
C301,CG4,P2,1,81,4,,CG,2,TBP,E08,24.23901602
C301,CG4,P2,1,81,4,,CG,3,TBP,E09,24.20215958
C316,CG1,P1,1,84,6,,CG,1,TBP,E10,24.20785244
C316,CG1,P1,1,84,6,,CG,2,TBP,E11,24.28904462
C316,CG1,P1,1,84,6,,CG,3,TBP,E12,24.37762654
C301,CG4,P2,1,86,6,,CG,1,TBP,F01,24.52144898
C301,CG4,P2,1,86,6,,CG,2,TBP,F02,24.53451965
C301,CG4,P2,1,86,6,,CG,3,TBP,F03,24.42865018
C319,MG3,P1,9,4,1,,MG,1,DEK,A01,25.3626562
C319,MG3,P1,9,4,1,,MG,2,DEK,A02,25.33864428
C319,MG3,P1,9,4,1,,MG,3,DEK,A03,25.05417286
C320,CG2,P4,7,11,1,,CG,1,DEK,A04,22.62701434
C320,CG2,P4,7,11,1,,CG,2,DEK,A05,22.43683349
C320,CG2,P4,7,11,1,,CG,3,DEK,A06,22.62800123
C313,MG6,P1,7,21,1,good size,MG,1,DEK,A07,23.01004813
C313,MG6,P1,7,21,1,good size,MG,2,DEK,A08,22.76241955
C313,MG6,P1,7,21,1,good size,MG,3,DEK,A09,22.9511647
C308,MG1,P2,7,26,4,,MG,1,DEK,A10,25.49340456
C308,MG1,P2,7,26,4,,MG,2,DEK,A11,25.39778785
C308,MG1,P2,7,26,4,,MG,3,DEK,A12,25.46183307
C311,MG2,P1,1,27,4,large biopsy,MG,1,DEK,B01,23.00545424
C311,MG2,P1,1,27,4,large biopsy,MG,2,DEK,B02,22.26617929
C311,MG2,P1,1,27,4,large biopsy,MG,3,DEK,B03,22.44484641
C319,MG3,P1,9,28,4,,MG,1,DEK,B04,22.48263796
C319,MG3,P1,9,28,4,,MG,2,DEK,B05,22.71597034
C319,MG3,P1,9,28,4,,MG,3,DEK,B06,22.54095387
C306,MG4,P1,11,30,4,large biopsy,MG,1,DEK,B07,22.16311422
C306,MG4,P1,11,30,4,large biopsy,MG,2,DEK,B08,22.1253806
C306,MG4,P1,11,30,4,large biopsy,MG,3,DEK,B09,22.13443641
C317,CG2,P1,11,45,4,,CG,1,DEK,B10,22.86569516
C317,CG2,P1,11,45,4,,CG,2,DEK,B11,22.80621059
C317,CG2,P1,11,45,4,,CG,3,DEK,B12,22.82512541
C320,CG2,P4,7,47,4,,CG,1,DEK,C01,22.16446129
C320,CG2,P4,7,47,4,,CG,2,DEK,C02,22.19836228
C320,CG2,P4,7,47,4,,CG,3,DEK,C03,22.20668872
C308,MG1,P2,7,51,6,,MG,1,DEK,C04,22.78032333
C308,MG1,P2,7,51,6,,MG,2,DEK,C05,22.665269
C308,MG1,P2,7,51,6,,MG,3,DEK,C06,22.95084406
C311,MG2,P1,1,53,6,,MG,1,DEK,C07,22.29404968
C311,MG2,P1,1,53,6,,MG,2,DEK,C08,22.52112693
C311,MG2,P1,1,53,6,,MG,3,DEK,C09,22.44948375
C319,MG3,P1,9,54,6,,MG,1,DEK,C10,23.26427145
C319,MG3,P1,9,54,6,,MG,2,DEK,C11,23.10298415
C319,MG3,P1,9,54,6,,MG,3,DEK,C12,23.0998762
C306,MG4,P1,11,57,6,,MG,1,DEK,D01,23.19117853
C306,MG4,P1,11,57,6,,MG,2,DEK,D02,23.41007837
C306,MG4,P1,11,57,6,,MG,3,DEK,D03,23.39347579
C314,MG6,P1,3,60,4,,MG,1,DEK,D04,24.98452633
C314,MG6,P1,3,60,4,,MG,2,DEK,D05,24.87656335
C314,MG6,P1,3,60,4,,MG,3,DEK,D06,24.6924567
C316,CG1,P1,1,61,1,,CG,1,DEK,D07,22.90828193
C316,CG1,P1,1,61,1,,CG,2,DEK,D08,22.82053872
C316,CG1,P1,1,61,1,,CG,3,DEK,D09,22.85920685
C317,CG2,P1,11,72,6,,CG,1,DEK,D10,22.75310665
C317,CG2,P1,11,72,6,,CG,2,DEK,D11,22.41929815
C317,CG2,P1,11,72,6,,CG,3,DEK,D12,22.51115458
C314,MG6,P1,3,77,6,bigger sample,MG,1,DEK,E01,22.57859082
C314,MG6,P1,3,77,6,bigger sample,MG,2,DEK,E02,22.74140561
C314,MG6,P1,3,77,6,bigger sample,MG,3,DEK,E03,22.6438815
C316,CG1,P1,1,80,4,,CG,1,DEK,E04,22.48402053
C316,CG1,P1,1,80,4,,CG,2,DEK,E05,22.31290596
C316,CG1,P1,1,80,4,,CG,3,DEK,E06,22.47302871
C301,CG4,P2,1,81,4,,CG,1,DEK,E07,22.30565101
C301,CG4,P2,1,81,4,,CG,2,DEK,E08,22.09283319
C301,CG4,P2,1,81,4,,CG,3,DEK,E09,22.03950312
C316,CG1,P1,1,84,6,,CG,1,DEK,E10,22.14336471
C316,CG1,P1,1,84,6,,CG,2,DEK,E11,22.6376253
C316,CG1,P1,1,84,6,,CG,3,DEK,E12,22.80257899
C301,CG4,P2,1,86,6,,CG,1,DEK,F01,22.46056041
C301,CG4,P2,1,86,6,,CG,2,DEK,F02,22.4582201
C301,CG4,P2,1,86,6,,CG,3,DEK,F03,22.19189626
C302,MG1,P1,9,1,1,,MG,1,GAPDH,A01,19.41798809
C302,MG1,P1,9,1,1,,MG,2,GAPDH,A02,19.29997369
C302,MG1,P1,9,1,1,,MG,3,GAPDH,A03,19.31054792
C308,MG1,P1,4,2,1,,MG,1,GAPDH,A04,19.81699736
C308,MG1,P1,4,2,1,,MG,2,GAPDH,A05,19.8585451
C308,MG1,P1,4,2,1,,MG,3,GAPDH,A06,19.79249987
C318,CG3,P1,11,12,1,,CG,1,GAPDH,A07,19.79139088
C318,CG3,P1,11,12,1,,CG,2,GAPDH,A08,19.67945439
C318,CG3,P1,11,12,1,,CG,3,GAPDH,A09,19.67092291
C304,MG3,P3,8,19,1,,MG,1,GAPDH,A10,20.09818508
C304,MG3,P3,8,19,1,,MG,2,GAPDH,A11,20.19496345
C304,MG3,P3,8,19,1,,MG,3,GAPDH,A12,20.31763437
C320,CG2,P2,1,46,4,,CG,1,GAPDH,B01,20.16899433
C320,CG2,P2,1,46,4,,CG,2,GAPDH,B02,19.9622981
C320,CG2,P2,1,46,4,,CG,3,GAPDH,B03,19.91472865
C303,CG3,P1,12,85,4,,CG,1,GAPDH,B04,20.04859333
C303,CG3,P1,12,85,4,,CG,2,GAPDH,B05,19.99206002
C303,CG3,P1,12,85,4,,CG,3,GAPDH,B06,19.91623461
C302,MG1,P1,9,1,1,,MG,1,VEGFA,E01,23.46447578
C302,MG1,P1,9,1,1,,MG,2,VEGFA,E02,23.47131055
C302,MG1,P1,9,1,1,,MG,3,VEGFA,E03,23.39496232
C308,MG1,P1,4,2,1,,MG,1,VEGFA,E04,24.96464606
C308,MG1,P1,4,2,1,,MG,2,VEGFA,E05,25.00158323
C308,MG1,P1,4,2,1,,MG,3,VEGFA,E06,24.71147554
C318,CG3,P1,11,12,1,,CG,1,VEGFA,E07,24.56448565
C318,CG3,P1,11,12,1,,CG,2,VEGFA,E08,24.83840731
C318,CG3,P1,11,12,1,,CG,3,VEGFA,E09,24.72984171
C304,MG3,P3,8,19,1,,MG,1,VEGFA,E10,25.6923062
C304,MG3,P3,8,19,1,,MG,2,VEGFA,E11,25.6166979
C304,MG3,P3,8,19,1,,MG,3,VEGFA,E12,25.76615021
C320,CG2,P2,1,46,4,,CG,1,VEGFA,F01,24.84096685
C320,CG2,P2,1,46,4,,CG,2,VEGFA,F02,24.75400903
C320,CG2,P2,1,46,4,,CG,3,VEGFA,F03,24.72776155
C303,CG3,P1,12,85,4,,CG,1,VEGFA,F04,24.7600282
C303,CG3,P1,12,85,4,,CG,2,VEGFA,F05,24.79763289
C303,CG3,P1,12,85,4,,CG,3,VEGFA,F06,24.79847241
C302,MG1,P1,9,1,1,,MG,1,HIF-1a,E01,21.84063629
C302,MG1,P1,9,1,1,,MG,2,HIF-1a,E02,21.79404901
C302,MG1,P1,9,1,1,,MG,3,HIF-1a,E03,21.78722253
C308,MG1,P1,4,2,1,,MG,1,HIF-1a,E04,21.87803797
C308,MG1,P1,4,2,1,,MG,2,HIF-1a,E05,22.07503216
C308,MG1,P1,4,2,1,,MG,3,HIF-1a,E06,21.89199728
C318,CG3,P1,11,12,1,,CG,1,HIF-1a,E07,21.25422238
C318,CG3,P1,11,12,1,,CG,2,HIF-1a,E08,21.29970545
C318,CG3,P1,11,12,1,,CG,3,HIF-1a,E09,21.42365149
C304,MG3,P3,8,19,1,,MG,1,HIF-1a,E10,22.63435807
C304,MG3,P3,8,19,1,,MG,2,HIF-1a,E11,22.66082074
C304,MG3,P3,8,19,1,,MG,3,HIF-1a,E12,22.64208408
C320,CG2,P2,1,46,4,,CG,1,HIF-1a,F01,22.99990291
C320,CG2,P2,1,46,4,,CG,2,HIF-1a,F02,23.02333401
C320,CG2,P2,1,46,4,,CG,3,HIF-1a,F03,22.77849219
C303,CG3,P1,12,85,4,,CG,1,HIF-1a,F04,22.25498851
C303,CG3,P1,12,85,4,,CG,2,HIF-1a,F05,22.23434699
C303,CG3,P1,12,85,4,,CG,3,HIF-1a,F06,22.26607467
C302,MG1,P1,9,1,1,,MG,1,DEK,A01,21.26753279
C302,MG1,P1,9,1,1,,MG,2,DEK,A02,21.29180512
C302,MG1,P1,9,1,1,,MG,3,DEK,A03,21.43124448
C308,MG1,P1,4,2,1,,MG,1,DEK,A04,22.3527954
C308,MG1,P1,4,2,1,,MG,2,DEK,A05,22.44808577
C308,MG1,P1,4,2,1,,MG,3,DEK,A06,22.26341434
C318,CG3,P1,11,12,1,,CG,1,DEK,A07,22.31592476
C318,CG3,P1,11,12,1,,CG,2,DEK,A08,22.41891697
C318,CG3,P1,11,12,1,,CG,3,DEK,A09,22.41745714
C304,MG3,P3,8,19,1,,MG,1,DEK,A10,22.20190435
C304,MG3,P3,8,19,1,,MG,2,DEK,A11,22.15882006
C304,MG3,P3,8,19,1,,MG,3,DEK,A12,22.28753721
C320,CG2,P2,1,46,4,,CG,1,DEK,B01,22.63732202
C320,CG2,P2,1,46,4,,CG,2,DEK,B02,22.54064524
C320,CG2,P2,1,46,4,,CG,3,DEK,B03,22.62739751
C303,CG3,P1,12,85,4,,CG,1,DEK,B04,22.83327331
C303,CG3,P1,12,85,4,,CG,2,DEK,B05,22.99201134
C303,CG3,P1,12,85,4,,CG,3,DEK,B06,22.64399826
C302,MG1,P1,9,1,1,,MG,1,RPTOR,E01,24.18264424
C302,MG1,P1,9,1,1,,MG,2,RPTOR,E02,24.01419529
C302,MG1,P1,9,1,1,,MG,3,RPTOR,E03,23.88916663
C308,MG1,P1,4,2,1,,MG,1,RPTOR,E04,25.35812188
C308,MG1,P1,4,2,1,,MG,2,RPTOR,E05,25.27851693
C308,MG1,P1,4,2,1,,MG,3,RPTOR,E06,25.31817245
C318,CG3,P1,11,12,1,,CG,1,RPTOR,E07,25.43199576
C318,CG3,P1,11,12,1,,CG,2,RPTOR,E08,25.53022405
C318,CG3,P1,11,12,1,,CG,3,RPTOR,E09,25.52414015
C304,MG3,P3,8,19,1,,MG,1,RPTOR,E10,25.44179405
C304,MG3,P3,8,19,1,,MG,2,RPTOR,E11,25.31274636
C304,MG3,P3,8,19,1,,MG,3,RPTOR,E12,25.54715438
C320,CG2,P2,1,46,4,,CG,1,RPTOR,F01,26.3977558
C320,CG2,P2,1,46,4,,CG,2,RPTOR,F02,26.2039019
C320,CG2,P2,1,46,4,,CG,3,RPTOR,F03,26.10244852
C303,CG3,P1,12,85,4,,CG,1,RPTOR,F04,25.25180293
C303,CG3,P1,12,85,4,,CG,2,RPTOR,F05,25.36738329
C303,CG3,P1,12,85,4,,CG,3,RPTOR,F06,25.20562517
C302,MG1,P1,9,1,1,,MG,1,ALDOA,A01,21.02675599
C302,MG1,P1,9,1,1,,MG,2,ALDOA,A02,20.49360563
C302,MG1,P1,9,1,1,,MG,3,ALDOA,A03,20.53547965
C308,MG1,P1,4,2,1,,MG,1,ALDOA,A04,21.17902379
C308,MG1,P1,4,2,1,,MG,2,ALDOA,A05,21.26063865
C308,MG1,P1,4,2,1,,MG,3,ALDOA,A06,21.03151695
C318,CG3,P1,11,12,1,,CG,1,ALDOA,A07,22.2245849
C318,CG3,P1,11,12,1,,CG,2,ALDOA,A08,22.1762567
C318,CG3,P1,11,12,1,,CG,3,ALDOA,A09,22.18911073
C304,MG3,P3,8,19,1,,MG,1,ALDOA,A10,22.05950976
C304,MG3,P3,8,19,1,,MG,2,ALDOA,A11,22.06950461
C304,MG3,P3,8,19,1,,MG,3,ALDOA,A12,21.97481577
C320,CG2,P2,1,46,4,,CG,1,ALDOA,B01,22.40296382
C320,CG2,P2,1,46,4,,CG,2,ALDOA,B02,22.32832457
C320,CG2,P2,1,46,4,,CG,3,ALDOA,B03,22.15853197
C303,CG3,P1,12,85,4,,CG,1,ALDOA,B04,21.48417318
C303,CG3,P1,12,85,4,,CG,2,ALDOA,B05,21.37667746
C303,CG3,P1,12,85,4,,CG,3,ALDOA,B06,21.30918079
C302,MG1,P1,9,1,1,,MG,1,PGK1,A01,21.16
C302,MG1,P1,9,1,1,,MG,2,PGK1,A02,20.94
C302,MG1,P1,9,1,1,,MG,3,PGK1,A03,21.25
C308,MG1,P1,4,2,1,,MG,1,PGK1,A04,22.18
C308,MG1,P1,4,2,1,,MG,2,PGK1,A05,21.85
C308,MG1,P1,4,2,1,,MG,3,PGK1,A06,22.04
C318,CG3,P1,11,12,1,,CG,1,PGK1,A07,22.34
C318,CG3,P1,11,12,1,,CG,2,PGK1,A08,22.26
C318,CG3,P1,11,12,1,,CG,3,PGK1,A09,22.26
C304,MG3,P3,8,19,1,,MG,1,PGK1,A10,22.29
C304,MG3,P3,8,19,1,,MG,2,PGK1,A11,22.35
C304,MG3,P3,8,19,1,,MG,3,PGK1,A12,22.37
C320,CG2,P2,1,46,4,,CG,1,PGK1,B01,22.37
C320,CG2,P2,1,46,4,,CG,2,PGK1,B02,22.54
C320,CG2,P2,1,46,4,,CG,3,PGK1,B03,22.53
C303,CG3,P1,12,85,4,,CG,1,PGK1,B04,22.09
C303,CG3,P1,12,85,4,,CG,2,PGK1,B05,22.07
C303,CG3,P1,12,85,4,,CG,3,PGK1,B06,22.06
C302,MG1,P1,9,1,1,,MG,1,STAT3,A01,22.71586249
C302,MG1,P1,9,1,1,,MG,2,STAT3,A02,22.36561578
C302,MG1,P1,9,1,1,,MG,3,STAT3,A03,22.25593567
C308,MG1,P1,4,2,1,,MG,1,STAT3,A04,23.14231696
C308,MG1,P1,4,2,1,,MG,2,STAT3,A05,22.80189715
C308,MG1,P1,4,2,1,,MG,3,STAT3,A06,22.88970269
C319,MG3,P1,9,4,1,,MG,1,STAT3,A07,24.94070757
C319,MG3,P1,9,4,1,,MG,2,STAT3,A08,24.44153423
C319,MG3,P1,9,4,1,,MG,3,STAT3,A09,24.50976737
C320,CG2,P4,7,11,1,,CG,1,STAT3,A10,23.26448775
C320,CG2,P4,7,11,1,,CG,2,STAT3,A11,23.2547479
C320,CG2,P4,7,11,1,,CG,3,STAT3,A12,23.18575592
C318,CG3,P1,11,12,1,,CG,1,STAT3,B01,24.13975523
C318,CG3,P1,11,12,1,,CG,2,STAT3,B02,23.58850389
C318,CG3,P1,11,12,1,,CG,3,STAT3,B03,23.48390351
C304,MG3,P3,8,19,1,,MG,1,STAT3,B04,24.91619903
C304,MG3,P3,8,19,1,,MG,2,STAT3,B05,24.11941472
C304,MG3,P3,8,19,1,,MG,3,STAT3,B06,23.42752176
C313,MG6,P1,7,21,1,good size,MG,1,STAT3,B07,23.23851702
C313,MG6,P1,7,21,1,good size,MG,2,STAT3,B08,23.19244075
C313,MG6,P1,7,21,1,good size,MG,3,STAT3,B09,22.80665599
C308,MG1,P2,7,26,4,,MG,1,STAT3,B10,25.04156023
C308,MG1,P2,7,26,4,,MG,2,STAT3,B11,24.42051492
C308,MG1,P2,7,26,4,,MG,3,STAT3,B12,24.45520528
C311,MG2,P1,1,27,4,large biopsy,MG,1,STAT3,C01,23.41585928
C311,MG2,P1,1,27,4,large biopsy,MG,2,STAT3,C02,23.02065914
C311,MG2,P1,1,27,4,large biopsy,MG,3,STAT3,C03,23.27023132
C319,MG3,P1,9,28,4,,MG,1,STAT3,C04,23.03489548
C319,MG3,P1,9,28,4,,MG,2,STAT3,C05,22.8906026
C319,MG3,P1,9,28,4,,MG,3,STAT3,C06,22.94460176
C306,MG4,P1,11,30,4,large biopsy,MG,1,STAT3,C07,23.1043343
C306,MG4,P1,11,30,4,large biopsy,MG,2,STAT3,C08,23.0511114
C306,MG4,P1,11,30,4,large biopsy,MG,3,STAT3,C09,22.8780568
C317,CG2,P1,11,45,4,,CG,1,STAT3,C10,22.87253045
C317,CG2,P1,11,45,4,,CG,2,STAT3,C11,22.76034342
C317,CG2,P1,11,45,4,,CG,3,STAT3,C12,22.95677309
C320,CG2,P2,1,46,4,,CG,1,STAT3,D01,24.06475903
C320,CG2,P2,1,46,4,,CG,2,STAT3,D02,24.14137012
C320,CG2,P2,1,46,4,,CG,3,STAT3,D03,23.53195301
C320,CG2,P4,7,47,4,,CG,1,STAT3,D04,23.69742871
C320,CG2,P4,7,47,4,,CG,2,STAT3,D05,23.34251324
C320,CG2,P4,7,47,4,,CG,3,STAT3,D06,23.54989548
C308,MG1,P2,7,51,6,,MG,1,STAT3,D07,23.59106155
C308,MG1,P2,7,51,6,,MG,2,STAT3,D08,24.07656637
C308,MG1,P2,7,51,6,,MG,3,STAT3,D09,23.37625689
C311,MG2,P1,1,53,6,,MG,1,STAT3,D10,23.44931449
C311,MG2,P1,1,53,6,,MG,2,STAT3,D11,23.27924081
C311,MG2,P1,1,53,6,,MG,3,STAT3,D12,23.497337
C319,MG3,P1,9,54,6,,MG,1,STAT3,E01,23.36195459
C319,MG3,P1,9,54,6,,MG,2,STAT3,E02,23.98697442
C319,MG3,P1,9,54,6,,MG,3,STAT3,E03,23.00082333
C306,MG4,P1,11,57,6,,MG,1,STAT3,E04,23.0510971
C306,MG4,P1,11,57,6,,MG,2,STAT3,E05,23.01428905
C306,MG4,P1,11,57,6,,MG,3,STAT3,E06,22.75776435
C314,MG6,P1,3,60,4,,MG,1,STAT3,E07,23.86442067
C314,MG6,P1,3,60,4,,MG,2,STAT3,E08,24.17778209
C314,MG6,P1,3,60,4,,MG,3,STAT3,E09,23.79859016
C316,CG1,P1,1,61,1,,CG,1,STAT3,E10,22.66157355
C316,CG1,P1,1,61,1,,CG,2,STAT3,E11,23.10761706
C316,CG1,P1,1,61,1,,CG,3,STAT3,E12,23.36132611
C317,CG2,P1,11,72,6,,CG,1,STAT3,F01,23.68443224
C317,CG2,P1,11,72,6,,CG,2,STAT3,F02,23.55077929
C317,CG2,P1,11,72,6,,CG,3,STAT3,F03,22.65117576
C314,MG6,P1,3,77,6,bigger sample,MG,1,STAT3,F04,22.95148151
C314,MG6,P1,3,77,6,bigger sample,MG,2,STAT3,F05,23.19931097
C314,MG6,P1,3,77,6,bigger sample,MG,3,STAT3,F06,23.6282362
C316,CG1,P1,1,80,4,,CG,1,STAT3,F07,22.7654563
C316,CG1,P1,1,80,4,,CG,2,STAT3,F08,22.53868323
C316,CG1,P1,1,80,4,,CG,3,STAT3,F09,24.47504285
C301,CG4,P2,1,81,4,,CG,1,STAT3,F10,23.3967862
C301,CG4,P2,1,81,4,,CG,2,STAT3,F11,23.97557838
C301,CG4,P2,1,81,4,,CG,3,STAT3,F12,23.08982455
C316,CG1,P1,1,84,6,,CG,1,STAT3,G01,23.50907187
C316,CG1,P1,1,84,6,,CG,2,STAT3,G02,23.02412804
C316,CG1,P1,1,84,6,,CG,3,STAT3,G03,23.21021144
C303,CG3,P1,12,85,4,,CG,1,STAT3,G04,23.65944386
C303,CG3,P1,12,85,4,,CG,2,STAT3,G05,23.52453488
C303,CG3,P1,12,85,4,,CG,3,STAT3,H01,24.11335239
C301,CG4,P2,1,86,6,,CG,1,STAT3,H02,24.10959145
C301,CG4,P2,1,86,6,,CG,2,STAT3,H03,23.5319778
C301,CG4,P2,1,86,6,,CG,3,STAT3,H04,23.78959432
C331,MTD11,P4,8,106,1,,MTD,1,VEGFA,A01,27.05
C331,MTD11,P4,8,106,1,,MTD,2,VEGFA,A02,26.54
C331,MTD11,P4,8,106,1,,MTD,3,VEGFA,A03,26.67
C337,MTD6,P6,12,115,2,,MTD,1,VEGFA,A04,27.11
C337,MTD6,P6,12,115,2,,MTD,2,VEGFA,A05,26.86
C337,MTD6,P6,12,115,2,,MTD,3,VEGFA,A06,26.64
C331,MTD11,P4,8,120,2,,MTD,1,VEGFA,A07,25.97
C331,MTD11,P4,8,120,2,,MTD,2,VEGFA,A08,25.66
C331,MTD11,P4,8,120,2,,MTD,3,VEGFA,A09,25.32
C333,MTD12,P5,7,121,2,,MTD,1,VEGFA,A10,27.17
C333,MTD12,P5,7,121,2,,MTD,2,VEGFA,A11,27.41
C333,MTD12,P5,7,121,2,,MTD,3,VEGFA,A12,27.27
C337,MTD6,P6,12,129,3,,MTD,1,VEGFA,B01,27.19
C337,MTD6,P6,12,129,3,,MTD,2,VEGFA,B02,26.45
C337,MTD6,P6,12,129,3,,MTD,3,VEGFA,B03,26.98
C326,MTD9,P4,10,132,3,,MTD,1,VEGFA,B04,25.13
C326,MTD9,P4,10,132,3,,MTD,2,VEGFA,B05,25.83
C326,MTD9,P4,10,132,3,,MTD,3,VEGFA,B06,25.5
C331,MTD11,P4,8,136,3,,MTD,1,VEGFA,B07,28.23
C331,MTD11,P4,8,136,3,,MTD,2,VEGFA,B08,26.38
C331,MTD11,P4,8,136,3,,MTD,3,VEGFA,B09,25.78
C332,MTD11,P1,5,137,3,,MTD,1,VEGFA,B10,27.09
C332,MTD11,P1,5,137,3,,MTD,2,VEGFA,B11,27.59
C332,MTD11,P1,5,137,3,,MTD,3,VEGFA,B12,26.64
C333,MTD12,P5,7,138,3,,MTD,1,VEGFA,C01,26.19
C333,MTD12,P5,7,138,3,,MTD,2,VEGFA,C02,26.65
C333,MTD12,P5,7,138,3,,MTD,3,VEGFA,C03,27.56
C337,MTD6,P6,12,143,4,,MTD,1,VEGFA,C04,26.73
C337,MTD6,P6,12,143,4,,MTD,2,VEGFA,C05,26.75
C337,MTD6,P6,12,143,4,,MTD,3,VEGFA,C06,26.88
C326,MTD9,P4,10,148,4,,MTD,1,VEGFA,C07,25.62
C326,MTD9,P4,10,148,4,,MTD,2,VEGFA,C08,25.76
C326,MTD9,P4,10,148,4,,MTD,3,VEGFA,C09,25.45
C330,MTD10,P7,3,150,4,,MTD,1,VEGFA,C10,26.25
C330,MTD10,P7,3,150,4,,MTD,2,VEGFA,C11,25.65
C330,MTD10,P7,3,150,4,,MTD,3,VEGFA,C12,25.57
C332,MTD11,P1,5,152,4,,MTD,1,VEGFA,D01,25.29
C332,MTD11,P1,5,152,4,,MTD,2,VEGFA,D02,25.47
C332,MTD11,P1,5,152,4,,MTD,3,VEGFA,D03,25.26
C333,MTD12,P5,7,153,4,,MTD,1,VEGFA,D04,27.52
C333,MTD12,P5,7,153,4,,MTD,2,VEGFA,D05,27.07
C333,MTD12,P5,7,153,4,,MTD,3,VEGFA,D06,27.37
C337,MTD6,P6,12,159,5,,MTD,1,VEGFA,D07,26.71
C337,MTD6,P6,12,159,5,,MTD,2,VEGFA,D08,26.56
C337,MTD6,P6,12,159,5,,MTD,3,VEGFA,D09,26.15
C326,MTD9,P4,10,163,5,,MTD,1,VEGFA,D10,24.68
C326,MTD9,P4,10,163,5,,MTD,2,VEGFA,D11,25.07
C326,MTD9,P4,10,163,5,,MTD,3,VEGFA,D12,24.85
C330,MTD10,P7,3,165,5,,MTD,1,VEGFA,E01,25.4
C330,MTD10,P7,3,165,5,,MTD,2,VEGFA,E02,25.52
